Vehicle_Number,Phone_Number,Starting_Location,Destination,Frequent_Places,cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time
5653,9309966267,27,3,14,48,24,1695823,3575892,-2008815,29540037,19988,2671,1288938
4145,8473964749,45,4,40,48,24,1695823,3573864,-2008100,29567418,19988,2669,1299891
8858,9406413427,49,32,49,48,24,1695823,3571749,-2008909,29603999,19986,2667,1310938
4059,75052922910,32,32,49,48,24,1695823,3569711,-2005955,29643377,19988,2665,1321953
4905,90370626410,47,22,48,48,24,1695823,3567722,-2009015,29674674,19988,2664,1332985
672,7635658353,24,37,6,48,24,1695823,3565719,-2007659,29717220,19988,2662,1344031
5197,7840796376,36,36,38,48,24,1695823,3563608,-2006148,29760734,19988,2660,1355078
7279,9165340006,14,27,27,48,24,1695823,3561614,-2007654,29789885,19986,2658,1366110
4905,8919441209,43,19,43,48,24,1695823,3559599,-2008124,29831615,19986,2656,1377094
2307,88845319510,7,9,7,48,24,1695823,3557728,-2007593,29854259,19986,2654,1388094
1645,9070594134,43,43,21,48,24,1695823,3555736,-2006239,29894896,19988,2652,1399141
7449,8428038951,3,14,3,48,24,1695823,3553668,-2008632,29924682,19988,2650,1410141
302,8087618032,11,11,16,48,24,1695823,3552053,-2010587,29947351,19988,2648,1421156
4102,8767089601,13,39,9,48,24,1695823,3550017,-2006903,29997240,19986,2646,1432188
2730,7034471672,10,31,38,48,24,1695823,3548133,-2008674,30025337,19988,2644,1443235
9333,7472442424,26,41,29,48,24,1695823,3546313,-2006595,30070286,19988,2643,1454250
7671,9473173021,15,17,17,48,24,1695823,3544565,-2005026,30101247,19986,2640,1465297
6123,7944235295,45,35,45,48,24,1695823,3542611,-2007244,30126401,19988,2639,1476281
7843,7962726688,8,38,31,48,24,1695823,3540752,-2005785,30168051,19988,2637,1487297
1223,86420953510,33,42,21,48,24,1695823,3538984,-2008407,30210901,19988,2636,1498375
1803,7584923472,44,24,24,48,24,1695823,3537287,-2005420,30243275,19988,2634,1509422
4909,9822157521,4,40,45,48,24,1695823,3535322,-2009808,30278663,19988,2632,1520516
3497,8061177495,0,0,46,48,24,1695823,3533960,-2006797,30302788,19986,2630,1531547
6844,8830256957,47,47,12,48,24,1695823,3531978,-2008063,30349415,19988,2628,1542610
1516,8152025344,3,25,27,48,24,1695823,3530454,-2008045,30377682,19988,2627,1553641
8908,7771326766,25,27,3,48,24,1695823,3528528,-2006638,30399612,19988,2626,1564641
539,8308057761,0,46,11,48,24,1695823,3526803,-2010507,30445580,19986,2624,1575672
7828,8582156549,29,28,28,48,24,1695823,3525160,-2007773,30465835,19986,2622,1586735
5131,7404217139,36,38,38,48,24,1695823,3523455,-2007854,30498664,19988,2620,1597750
1892,78476800510,12,22,48,48,24,1695823,3521879,-2008606,30537322,19988,2618,1608797
219,9552516366,21,43,33,48,24,1695823,3520082,-2005855,30576599,19988,2617,1619813
608,7035743521,23,11,16,48,24,1695823,3518491,-2008184,30614350,19988,2615,1630797
1615,7139491136,23,0,23,48,24,1695823,3516908,-2009234,30646048,19988,2614,1641797
9682,7679460894,48,30,48,48,24,1695823,3515340,-2010463,30669195,19986,2612,1652797
3619,9323291645,25,14,27,48,24,1695823,3513878,-2007590,30714934,19988,2610,1663860
9987,7918613598,23,46,46,48,24,1695823,3512377,-2006926,30745274,19988,2609,1674875
3955,7067020777,24,24,37,48,24,1695823,3510812,-2009857,30786651,19988,2608,1685891
9131,8017251071,35,45,45,48,24,1695823,3509289,-2006320,30804465,19988,2606,1696922
6412,8546059712,43,19,21,48,24,1695823,3507825,-2007674,30839679,19986,2604,1707938
5334,8191699874,26,41,26,48,24,1695823,3506341,-2007493,30860832,19988,2603,1718953
5824,8933120302,37,6,5,48,24,1695823,3504906,-2010498,30900062,19988,2602,1729953
1305,9407869159,10,38,31,48,24,1695823,3503537,-2006102,30932847,19986,2600,1740953
7437,9584674199,30,12,22,48,24,1695823,3501937,-2009288,30968329,19988,2599,1751969
6647,9328979793,40,40,40,48,24,1695823,3500474,-2007860,30989935,19986,2598,1762969
2883,75332890810,45,4,4,48,24,1695823,3499442,-2008029,31037378,19988,2596,1774031
3284,7629813778,31,36,8,48,24,1695823,3497788,-2008659,31064058,19986,2595,1785031
8160,7860054074,12,30,12,48,24,1695823,3496368,-2006405,31102963,19988,2594,1796063
2531,7575315193,8,10,8,48,24,1695823,3495110,-2008741,31142660,19988,2592,1807094
2504,78425374810,43,42,33,48,24,1695823,3493776,-2007197,31167248,19986,2591,1818078
3260,8267373024,49,18,49,48,24,1695823,3492365,-2006340,31203292,19986,2590,1829094
598,93202740010,6,37,6,48,24,1695823,3491125,-2007960,31244478,19988,2588,1840156
8249,8776373054,49,49,49,48,24,1695823,3489625,-2009354,31267818,19988,2587,1851188
795,7542135694,11,0,11,48,24,1695823,3488302,-2003276,31316416,19988,2586,1862172
421,8685992754,48,48,30,48,24,1695823,3487145,-2008152,31338275,19988,2584,1873203
2122,9653324673,5,6,37,48,24,1695823,3485919,-2008920,31367461,19988,2584,1884250
9453,9392340553,14,2,14,48,24,1695823,3484721,-2005443,31401206,19988,2582,1895250
5899,8217560504,7,9,9,48,24,1695823,3483308,-2009709,31423739,19986,2581,1906235
4762,7215289203,43,19,43,48,24,1695823,3482027,-2010894,31479329,19988,2580,1917313
6758,9226410894,4,35,40,48,24,1695823,3481004,-2008844,31509956,19988,2578,1928328
6074,9089979656,35,35,1,48,24,1695823,3479553,-2007299,31552972,19986,2576,1939360
3349,7891381091,6,5,44,48,24,1695823,3478423,-2007065,31577615,19988,2576,1950375
6519,9238258271,12,47,30,48,24,1695823,3477206,-2005556,31605294,19988,2574,1961406
6804,7939193893,42,43,21,48,24,1695823,3475969,-2008286,31663537,19988,2574,1972469
2817,7228021179,48,47,30,48,24,1695823,3474671,-2007355,31690343,19986,2572,1983485
8621,8368179778,28,34,26,48,24,1695823,3473445,-2006285,31722895,19988,2571,1994500
6170,7548378212,47,47,12,48,24,1695823,3472174,-2004867,31762739,19986,2570,2005485
1048,8217488634,16,23,46,48,24,1695823,3470921,-2007691,31794921,19988,2569,2016500
7133,9655330463,5,37,44,48,24,1695823,3469902,-2008325,31828306,19986,2568,2027547
7868,9189572863,8,10,36,48,24,1695823,3468556,-2008185,31873201,19988,2566,2038594
7002,9995812837,39,9,39,48,24,1695823,3467296,-2004323,31896425,19988,2565,2049641
3228,8679423834,8,10,31,48,24,1695823,3466053,-2006247,31943113,19988,2564,2060656
6591,9099919177,13,39,9,48,24,1695823,3464849,-2009125,31980050,19986,2562,2071688
1477,70735769710,0,11,11,48,24,1695823,3463665,-2008836,32007532,19986,2562,2082641
6167,98953332410,28,28,34,48,24,1695823,3462381,-2007894,32060917,19986,2560,2093672
9822,7495991756,18,18,32,48,24,1695823,3461227,-2009250,32090928,19988,2559,2104828
9991,7329223117,42,19,33,48,24,1695823,3460063,-2007268,32133659,19986,2558,2115953
2704,9501824143,5,6,44,48,24,1695823,3458697,-2008375,32159440,19986,2556,2127125
4617,7559115161,22,22,48,48,24,1695823,3457418,-2007629,32194263,19986,2555,2138235
6572,8167327995,40,40,45,48,24,1695823,3456102,-2009966,32234138,19986,2554,2149375
8097,9781881901,40,4,4,48,24,1695823,3454747,-2008993,32275289,19988,2553,2160547
2746,81340286910,10,10,8,48,24,1695823,3453574,-2005342,32305339,19986,2552,2171719
8697,7036637803,29,28,41,48,24,1695823,3452149,-2009690,32337091,19986,2550,2182938
7190,9797759844,26,26,29,48,24,1695823,3450839,-2007938,32387411,19988,2549,2194125
3898,7889738807,26,41,29,48,24,1695823,3449544,-2009423,32431427,19986,2548,2205297
3357,7410250126,32,49,18,48,24,1695823,3448381,-2006966,32479964,19986,2546,2216547
8730,7184868155,2,27,27,48,24,1695823,3446813,-2009739,32488845,19988,2545,2227703
2740,8609165149,48,48,22,48,24,1695823,3445685,-2007534,32535128,19986,2544,2238891
6954,8161873255,46,11,16,48,24,1695823,3443937,-2007573,32576176,19988,2542,2250141
5909,7089488422,48,47,47,48,24,1695823,3442839,-2008763,32613201,19986,2541,2261375
8865,8198664353,0,11,11,48,24,1695823,3441293,-2006539,32666780,19988,2540,2272594
4210,8960974521,37,6,44,48,24,1695823,3439809,-2010137,32692458,19988,2538,2283766
5054,7572790229,34,41,28,48,24,1695823,3438414,-2009558,32736772,19986,2537,2294985
6004,8714156499,0,11,23,48,24,1695823,3436927,-2007794,32778545,19986,2536,2306156
3556,9250869521,8,36,8,48,24,1695823,3435705,-2011035,32819756,19988,2534,2317297
7587,8414494804,42,43,43,48,24,1695823,3434164,-2009599,32870286,19986,2533,2328422
4955,9264895954,8,8,31,48,24,1695823,3432415,-2007988,32897382,19986,2531,2339594
1117,7003273212,33,19,33,48,24,1695823,3431169,-2008470,32940406,19986,2530,2350813
5612,7696176035,22,30,30,48,24,1695823,3429658,-2005879,32977391,19986,2528,2362000
2577,89044216810,26,29,41,48,24,1695823,3428032,-2007370,33012960,19988,2527,2373125
8643,7302967521,9,39,39,48,24,1695823,3426568,-2002383,33056522,19986,2526,2384281
9854,7587869329,33,21,43,48,24,1695823,3424896,-2010613,33088049,19988,2524,2395422
126,8134825983,31,36,31,48,24,1695823,3423371,-2005907,33139109,19986,2522,2406563
3099,94381923310,29,41,26,48,24,1695823,3421547,-2008771,33184820,19988,2520,2417719
1861,9131927243,44,6,44,48,24,1695823,3419944,-2010740,33236163,19986,2518,2428891
8952,7804915494,31,8,8,48,24,1695823,3418049,-2006835,33266233,19988,2517,2440110
5977,8628083365,7,13,39,48,24,1695823,3416407,-2007845,33309073,19986,2516,2451266
8370,8365671628,49,32,15,48,24,1695823,3414797,-2008989,33351292,19986,2513,2462453
4673,8371484085,19,19,33,48,24,1695823,3412827,-2007861,33397670,19986,2512,2473641
2517,7486481826,43,21,43,48,24,1695823,3410982,-2008021,33441792,19986,2510,2484797
4980,7568666971,12,30,47,48,24,1695823,3409041,-2007820,33480686,19988,2508,2495953
5076,7216089141,47,22,48,48,24,1695823,3407167,-2005853,33530536,19986,2506,2507141
465,7568750064,39,20,20,48,24,1695823,3405178,-2005171,33567061,19986,2504,2518328
8370,9396297472,30,22,48,48,24,1695823,3403046,-2009461,33602934,19986,2502,2529531
1785,9045693879,0,0,0,48,24,1695823,3401059,-2010041,33660023,19988,2500,2540688
1200,7591097017,27,25,25,48,24,1695823,3398947,-2008451,33701546,19986,2498,2551938
2030,9511875457,0,11,46,48,24,1695823,3396787,-2011349,33738277,19986,2496,2563094
5828,73741577910,33,19,42,48,24,1695823,3394373,-2010467,33778147,19986,2494,2574235
8114,7571738863,34,29,28,48,24,1695823,3392116,-2006966,33833427,19986,2491,2585438
7549,9143069089,32,49,49,48,24,1695823,3389443,-2007128,33881426,19986,2488,2596625
5863,9619932302,1,1,35,48,24,1695823,3386864,-2009884,33914002,19988,2486,2607781
6353,8942080928,44,6,6,48,24,1695823,3384416,-2009064,33958810,19988,2484,2618953
4192,7326422806,25,3,14,48,24,1695823,3381473,-2010364,34005604,19988,2481,2630188
7514,8360356164,39,20,13,48,24,1695823,3378669,-2006833,34053588,19988,2478,2641422
2769,9061033705,10,36,31,48,24,1695823,3375743,-2007352,34103961,19988,2475,2652547
5817,7803934461,42,42,42,48,24,1695823,3372618,-2009679,34140004,19988,2472,2663672
4100,7731853233,15,15,32,48,24,1695823,3369260,-2007998,34176538,19988,2468,2674844
3249,8538161951,26,26,29,48,24,1695823,3365715,-2006569,34231589,19986,2466,2686047
4940,7166973409,43,21,43,48,24,1695823,3362131,-2007131,34283983,19988,2462,2697250
85,9342043852,8,8,8,48,24,1695823,3358336,-2006581,34313957,19988,2458,2708469
8975,8245687191,46,0,0,48,24,1695823,3354132,-2006276,34385588,19988,2454,2719625
7501,9348676725,30,48,48,48,24,1695823,3349570,-2007326,34421376,19988,2450,2730828
9325,7951664162,11,0,46,48,24,1695823,3344674,-2007622,34480567,19986,2445,2742063
4852,9859463685,23,0,46,48,24,1695823,3339862,-2009133,34519715,19988,2440,2753313
6628,9164486653,21,43,21,48,24,1695823,3334257,-2008131,34575198,19986,2434,2764485
8550,7068849363,9,20,13,48,24,1695823,3328419,-2008842,34629286,19986,2428,2775672
6962,9681043363,21,19,42,48,24,1695823,3321936,-2011187,34682629,19988,2422,2786844
6397,8212918417,26,34,26,48,24,1695823,3315256,-2011591,34738383,19986,2416,2797985
4170,7334568546,7,9,13,48,24,1695823,3307737,-2007066,34790263,19986,2408,2809172
7647,9594092314,2,3,14,48,24,1695823,3299982,-2008977,34827836,19986,2400,2820344
5722,83063128510,38,31,36,48,24,1695823,3291205,-2011038,34901778,19988,2392,2831516
2667,85092809910,34,41,28,48,24,1695823,3281804,-2010677,34943863,19986,2383,2842656
1848,9540152965,22,47,47,48,24,1695823,3271112,-2006918,35012560,19986,2373,2853828
9729,9620372309,27,25,3,48,24,1695823,3259931,-2007980,35066231,19986,2362,2864985
6935,8267553302,0,0,0,48,24,1695823,3247506,-2009765,35138205,19988,2350,2876172
5213,8793116476,29,26,29,48,24,1695823,3234193,-2011552,35192365,19986,2337,2887344
2753,8116846005,27,2,27,48,24,1695823,3219320,-2010071,35259725,19988,2323,2898578
8074,7422611507,29,41,29,48,24,1695823,3203261,-2010104,35323653,19986,2308,2909750
7528,8804595257,49,17,18,48,24,1695823,3185419,-2007875,35390605,19986,2291,2921000
239,8101173847,25,3,27,48,24,1695823,3166097,-2010026,35450941,19988,2272,2932219
2836,8446062303,0,0,16,48,24,1695823,3144881,-2007706,35526343,19986,2251,2943406
6391,70507439010,15,49,32,48,24,1695823,3121521,-2010008,35588365,19986,2229,2954547
8174,71771752910,30,22,47,48,24,1695823,3094785,-2005753,35680645,19986,2204,2965813
7044,8853264619,40,40,1,48,24,1695823,3065690,-2009080,35767022,19986,2175,2977031
942,9377354854,21,19,43,48,24,1695823,3032728,-2010862,35843041,19986,2145,2988172
9306,85088713210,20,13,13,48,24,1695823,2994302,-2008552,35928504,19986,2109,2999438
3217,9879622138,23,0,46,48,24,1695823,2949430,-2008345,36018230,19986,2066,3010672
1476,9170675586,20,7,13,48,24,1695823,2894106,-2007714,36112783,19986,2015,3021797
5444,7380632869,28,34,28,48,24,1695823,2824063,-2010170,36222791,19986,1953,3033047
875,7760846471,39,9,7,48,24,1695823,2733043,-2005712,36329085,19986,1871,3044235
3817,82251886310,39,13,39,48,24,1695823,2604160,-2007911,36445834,19988,1759,3055422
1769,7159021994,2,25,27,48,24,1695823,2414629,-2009288,36609415,19986,1593,3066610
7553,9789948257,13,39,9,48,24,1695823,2855273,3601,36729593,5,0,3077922
8641,8028224016,22,30,47,48,24,1695823,2950479,2801,36666398,5,0,3089235
1156,8883769099,47,22,12,48,24,1695823,3007256,-1407,36562275,5,0,3100531
3483,8760740038,16,23,0,48,24,1695823,3051078,-1358,36424613,5,0,3111844
5913,9923715929,12,12,12,48,24,1695823,3087788,443,36298080,5,0,3123235
4720,8681415325,34,29,34,48,24,1695823,3118534,2771,36135779,5,0,3134500
2007,9379735742,40,35,45,48,24,1695823,3144948,708,35979066,5,0,3145813
2498,8063856533,41,41,41,48,24,1695823,3167574,3595,35836966,5,0,3157219
263,7264277951,2,14,25,48,24,1695823,3186754,2992,35660016,5,0,3168610
4190,9271388188,10,31,38,48,24,1695823,3203282,1669,35512275,5,0,3180016
6972,9212656808,47,22,22,48,24,1695823,3217791,-3158,35338194,5,0,3191469
9101,8670448289,18,18,49,48,24,1695823,3230712,864,35181349,5,0,3202891
9310,7255247357,0,0,46,48,24,1695823,3242138,3888,35019704,5,0,3214313
7396,7936255646,10,36,10,48,24,1695823,3252906,4286,34869324,5,0,3225719
2859,7080850863,18,18,15,48,24,1695823,3262372,839,34707290,5,0,3237156
6990,7192053402,33,21,33,48,24,1695823,3271493,-1936,34552121,5,0,3248578
437,89984216010,21,43,43,48,24,1695823,3279534,826,34402017,5,0,3260016
6324,7577884951,34,34,29,49,24,1677778,4189231,-762,23204613,5,0,0
6861,9299935669,40,4,35,49,24,1677778,4189371,-4447,23203934,5,4204,9390
8939,7840879663,21,21,43,49,24,1677778,3993438,-2009860,23224946,19986,3035,21312
9775,9741276083,37,6,6,49,24,1677778,3975034,-2008414,23307253,19986,3031,32359
3286,8560733947,21,21,43,49,24,1677778,3961688,-2006936,23411314,19986,3020,43422
1271,9185037584,41,29,26,49,24,1677778,3950238,-2008601,23534623,19986,3009,54547
2642,8700226782,33,19,19,49,24,1677778,3940306,-2008146,23641706,19986,3000,65656
1477,8013715982,29,29,26,49,24,1677778,3931489,-2006197,23745495,19986,2992,76781
1424,7389157051,20,13,13,49,24,1677778,3923403,-2007580,23857884,19986,2986,87843
478,8994253548,29,29,41,49,24,1677778,3916006,-2007148,23985088,19986,2981,98890
5482,9327254851,16,16,0,49,24,1677778,3909291,-2009119,24100279,19986,2977,110062
4035,8884264905,18,18,17,49,24,1677778,3902832,-2008162,24201954,19986,2971,121125
9207,86857411610,37,5,44,49,24,1677778,3896916,-2008864,24316808,19986,2966,132187
8547,8948076258,23,16,0,49,24,1677778,3890874,-2007222,24427769,19986,2962,143265
2205,8704465037,36,10,38,49,24,1677778,3885487,-2009286,24519564,19986,2958,154343
1869,9170259478,40,40,45,49,24,1677778,3880185,-2005894,24629141,19986,2954,165437
1622,8229951134,33,33,33,49,24,1677778,3875237,-2008584,24734779,19986,2950,176531
8992,8875116923,43,21,19,49,24,1677778,3870391,-2006637,24841849,19986,2947,187562
7057,7929647438,23,16,16,49,24,1677778,3865739,-2008130,24949179,19986,2943,198640
965,7459218225,39,13,20,49,24,1677778,3861294,-2006044,25051625,19986,2939,209687
8288,8192272749,7,9,7,49,24,1677778,3857046,-2007690,25153828,19986,2936,220812
5964,8993519682,2,2,25,49,24,1677778,3853032,-2007158,25249105,19986,2933,231843
8182,8304136579,23,46,46,49,24,1677778,3848813,-2009155,25351649,19986,2929,242890
64,9357847681,6,24,24,49,24,1677778,3844900,-2006276,25447144,19986,2926,253953
1398,9401510928,22,30,12,49,24,1677778,3841124,-2011292,25551392,19986,2923,265078
6570,9957681722,23,46,16,49,24,1677778,3837601,-2007909,25650685,19986,2919,276140
1857,9245024784,39,9,7,49,24,1677778,3834024,-2006651,25738639,19986,2916,287218
9634,94475846010,45,45,4,49,24,1677778,3830806,-2008420,25843558,19986,2913,298297
5000,9816249971,40,35,40,49,24,1677778,3827483,-2007298,25934948,19986,2911,309359
6212,8473556507,37,44,37,49,24,1677778,3824235,-2009709,26027321,19986,2908,320422
5713,7187281188,0,23,46,49,24,1677778,3821235,-2008688,26122292,19986,2905,331500
878,9644492576,9,20,13,49,24,1677778,3818021,-2011288,26227647,19986,2902,342531
5301,7229074208,25,25,25,49,24,1677778,3814739,-2009313,26313382,19986,2899,353609
38,9338688332,33,43,33,49,24,1677778,3811755,-2010323,26402829,19986,2897,364765
8222,9465638774,44,44,24,49,24,1677778,3808246,-2004872,26499334,19986,2895,375797
6081,8004092993,29,26,26,49,24,1677778,3805164,-2009461,26597553,19986,2891,386875
5645,9954934127,44,44,5,49,24,1677778,3802008,-2007601,26696360,19986,2888,397906
745,7398873381,21,21,33,49,24,1677778,3798403,-2007738,26787335,19986,2885,408984
5252,8211529342,15,18,32,49,24,1677778,3795174,-2009643,26885236,19986,2882,420093
871,7474394509,17,15,18,49,24,1677778,3791662,-2006458,26968322,19986,2875,431125
7469,7542568188,17,17,32,49,24,1677778,3788050,-2006285,27074890,19986,2873,442203
9930,7720952987,26,28,34,49,24,1677778,3784416,-2008093,27155253,19986,2870,453265
3433,9281461511,29,34,34,49,24,1677778,3780484,-2006924,27254107,19986,2867,464390
2545,7401952175,31,38,8,49,24,1677778,3776866,-2007582,27348146,19986,2863,475437
1852,8022257687,34,28,28,49,24,1677778,3772774,-2010369,27434700,19986,2859,486578
6285,8948277249,0,16,46,49,24,1677778,3768945,-2008634,27519799,19986,2856,497609
4141,7834392945,10,10,31,49,24,1677778,3764923,-2007709,27597365,19986,2853,508656
1415,8137213333,17,18,32,49,24,1677778,3760738,-2007865,27675494,19986,2849,519687
1241,8684254581,37,6,44,49,24,1677778,3756733,-2008625,27750143,19986,2844,530750
4090,7625867548,7,9,13,49,24,1677778,3752687,-2005823,27805043,19986,2841,541812
9566,9244959545,15,18,17,49,24,1677778,3748435,-2008483,27871920,19986,2837,552875
6079,81545966610,28,34,34,49,24,1677778,3744541,-2009001,27937687,19986,2833,563937
8648,9545773917,18,17,17,49,24,1677778,3740637,-2006705,27983572,19986,2829,574922
2298,9871095442,17,49,15,49,24,1677778,3736823,-2006246,28034009,19986,2825,585968
9226,92132658510,21,42,21,49,24,1677778,3733046,-2008690,28070546,19986,2822,597000
8245,8848525092,34,28,26,49,24,1677778,3729674,-2009629,28090920,19986,2819,608047
9914,86791586810,39,20,13,49,24,1677778,3726222,-2010434,28132695,19986,2815,619093
1340,9471440001,48,22,30,49,24,1677778,3722886,-2005144,28152852,19988,2812,630187
71,7283611905,15,17,49,49,24,1677778,3719629,-2008824,28180175,19986,2809,641203
5765,9832283167,47,30,30,49,24,1677778,3716591,-2009697,28189881,19986,2806,652328
5887,7653686842,25,3,3,49,24,1677778,3713724,-2008439,28202896,19986,2803,663328
2693,7661813779,17,18,32,49,24,1677778,3710813,-2010523,28212343,19986,2801,674359
2128,8937998851,39,9,20,49,24,1677778,3707936,-2008961,28222526,19986,2797,685547
4592,7534850282,25,14,25,49,24,1677778,3705248,-2008083,28222151,19986,2795,696593
4670,7619173873,43,43,19,49,24,1677778,3702507,-2008025,28227346,19986,2793,707593
3942,8423192798,15,18,49,49,24,1677778,3699700,-2008319,28232194,19986,2790,718640
7621,7873427909,6,5,37,49,24,1677778,3696937,-2006594,28223213,19986,2787,729718
3048,9616494738,4,35,45,49,24,1677778,3694312,-2008252,28221087,19986,2784,740828
4914,8533916495,42,42,33,49,24,1677778,3691597,-2007341,28228422,19986,2782,751890
290,89121776010,32,17,32,49,24,1677778,3688733,-2009320,28231549,19986,2779,763015
8083,7044524904,11,46,16,49,24,1677778,3686003,-2006618,28234661,19986,2777,774047
7600,86594331610,49,32,15,49,24,1677778,3683310,-2008262,28220273,19986,2774,785078
184,7979925495,2,27,3,49,24,1677778,3680436,-2008997,28228159,19986,2771,796172
3476,8721039395,43,43,33,49,24,1677778,3677935,-2007925,28229527,19986,2769,807250
4651,7204675114,11,0,23,49,24,1677778,3675090,-2008416,28236676,19986,2767,818328
5274,7897527868,7,7,20,49,24,1677778,3672336,-2011051,28241936,19986,2764,829343
6108,8278620553,16,16,23,49,24,1677778,3669650,-2007760,28238399,19986,2761,840406
1777,8106888671,15,18,17,49,24,1677778,3667118,-2005401,28257258,19986,2759,851437
3394,7277657009,17,15,32,49,24,1677778,3664266,-2008181,28265888,19986,2756,862437
356,9890262377,18,17,17,49,24,1677778,3661494,-2007187,28283333,19986,2753,873484
417,7489218868,33,21,33,49,24,1677778,3658894,-2008532,28310313,19986,2751,884547
5888,8598355651,27,25,14,49,24,1677778,3656368,-2006991,28321544,19986,2748,895703
1573,9252023498,42,33,21,49,24,1677778,3653548,-2007085,28336440,19986,2745,906859
1844,9210874897,44,24,5,49,24,1677778,3650971,-2008692,28349803,19986,2740,917906
5198,8711224583,15,15,18,49,24,1677778,3648222,-2006359,28375830,19986,2737,928968
9217,8951883398,21,19,43,49,24,1677778,3645733,-2006830,28400425,19988,2735,939984
580,8333590613,38,36,10,49,24,1677778,3643163,-2008101,28427697,19986,2733,951047
4105,9254110867,2,25,2,49,24,1677778,3640328,-2007063,28446397,19986,2731,962187
817,9398212007,13,7,13,49,24,1677778,3637935,-2009652,28488243,19986,2728,973218
8183,8168525348,49,15,17,49,24,1677778,3635136,-2008221,28507349,19986,2725,984234
5393,9322938307,44,24,6,49,24,1677778,3632645,-2009030,28539277,19986,2723,995265
9640,94861673710,11,46,46,49,24,1677778,3630072,-2009157,28576931,19986,2721,1006297
9536,9859074763,24,24,37,49,24,1677778,3627558,-2009842,28617603,19986,2719,1017406
2374,8590696453,49,18,17,49,24,1677778,3625095,-2007933,28653653,19986,2716,1028515
8911,9126815187,5,5,5,49,24,1677778,3622662,-2009208,28676099,19986,2714,1039608
7205,9742449138,47,22,22,49,24,1677778,3620031,-2007303,28711420,19986,2711,1050703
9688,9845673058,17,32,49,49,24,1677778,3617641,-2008852,28739766,19986,2709,1061765
4379,7021530921,30,47,12,49,24,1677778,3615350,-2007832,28795049,19986,2706,1072812
5052,7517461947,30,12,12,49,24,1677778,3612909,-2008732,28818422,19986,2704,1083937
3144,9131834677,26,29,26,49,24,1677778,3610222,-2006427,28850318,19986,2702,1095031
6624,9804555438,17,32,32,49,24,1677778,3608054,-2007052,28893917,19986,2699,1106093
8257,7318032666,46,16,23,49,24,1677778,3605659,-2005923,28929472,19986,2697,1117140
2155,8749899776,43,43,43,49,24,1677778,3603202,-2009550,28968015,19986,2695,1128218
256,9062799439,34,26,29,49,24,1677778,3600816,-2006504,28992994,19986,2693,1139265
2917,98558741010,9,13,7,49,24,1677778,3598628,-2008388,29032685,19986,2691,1150297
7775,8390995738,26,41,28,49,24,1677778,3596067,-2008751,29066854,19986,2689,1161343
1266,7548675485,37,24,24,49,24,1677778,3593907,-2008249,29111491,19986,2686,1172343
9953,8960641565,18,18,15,49,24,1677778,3591594,-2007866,29151500,19986,2684,1183406
4829,8284828786,10,36,38,49,24,1677778,3589267,-2004783,29188104,19986,2681,1194515
6105,7556698537,35,45,35,49,24,1677778,3587253,-2008319,29225222,19986,2679,1205609
3799,7842650388,7,39,20,49,24,1677778,3585133,-2006122,29267832,19986,2677,1216718
850,8710196534,19,33,43,49,24,1677778,3582881,-2006198,29303503,19986,2675,1227812
1436,8533283959,14,3,25,49,24,1677778,3580626,-2005086,29348393,19986,2673,1238859
9013,8107045972,35,35,4,49,24,1677778,3578487,-2005462,29373289,19986,2671,1249890
2804,8057869461,34,29,34,49,24,1677778,3576436,-2008068,29411882,19988,2669,1261000
2181,9168156892,13,7,7,49,24,1677778,3573974,-2007515,29453282,19986,2667,1272093
51,7739484664,16,23,46,49,24,1677778,3571982,-2007594,29496389,19988,2665,1283234
1926,9224617259,30,30,47,49,24,1677778,3569924,-2007780,29540538,19988,2663,1294312
7434,9043621998,6,5,5,49,24,1677778,3567906,-2010081,29575561,19986,2661,1305375
5794,8277072484,7,13,9,49,24,1677778,3565612,-2005219,29600867,19986,2659,1316437
1750,9690839326,10,31,31,49,24,1677778,3563688,-2007393,29647349,19986,2657,1327515
9036,8810933307,8,38,31,49,24,1677778,3561676,-2005012,29669781,19988,2656,1338625
9890,8129132633,1,4,40,49,24,1677778,3559664,-2007843,29705975,19986,2653,1349718
9817,9585569111,22,47,30,49,24,1677778,3557409,-2007958,29749434,19986,2651,1360843
9730,9584753086,4,35,4,49,24,1677778,3555548,-2008357,29778619,19988,2649,1371953
7130,7261969354,17,32,49,49,24,1677778,3553519,-2007054,29823360,19988,2647,1382968
6057,8840846058,5,6,37,49,24,1677778,3551609,-2008084,29867803,19986,2645,1394047
456,8509228729,1,4,45,49,24,1677778,3549759,-2007507,29884023,19988,2644,1405093
2951,7119881723,14,27,25,49,24,1677778,3547782,-2007958,29932919,19986,2642,1416218
4928,7392964575,2,27,27,49,24,1677778,3545951,-2007094,29968227,19988,2640,1427281
1636,7264433499,28,41,41,49,24,1677778,3543983,-2003966,29995275,19988,2638,1438343
3770,8559825877,45,1,40,49,24,1677778,3542020,-2006288,30045973,19986,2636,1449453
9443,8643989588,25,2,25,49,24,1677778,3540324,-2009108,30078606,19986,2635,1460500
2226,9522082757,37,24,6,49,24,1677778,3538368,-2005807,30099399,19986,2632,1471593
1163,7211723094,18,49,49,49,24,1677778,3536462,-2007703,30138849,19986,2630,1482656
